id,title,rating,date,body,sentiment,category,satisfied,text
2339,Rakuten est un escroc et laisse des…,1,2024-05-31 00:00:00+00:00,"Rakuten est un escroc et laisse des escrocs vendre sur son site. Je suis convoqué à la douane pour fraude suite à un achat sur Rakuten. Pour Rakuten, le colis est considéré comme livré ! Et bien sûr Rakuten a prélevé le montant de la commande. Je ne pourrai jamais récupéré mon colis, je risque une forte amende et ne serai jamais remboursé. Inadmissible. C'est le client qui est considéré comme fraudeur alors que c'est Rakuten qui pratique la fraude à longueur d'années sans jamais être inquiété",Negative,Customer Service,0,"Rakuten est un escroc et laisse des… Rakuten est un escroc et laisse des escrocs vendre sur son site. Je suis convoqué à la douane pour fraude suite à un achat sur Rakuten. Pour Rakuten, le colis est considéré comme livré ! Et bien sûr Rakuten a prélevé le montant de la commande. Je ne pourrai jamais récupéré mon colis, je risque une forte amende et ne serai jamais remboursé. Inadmissible. C'est le client qui est considéré comme fraudeur alors que c'est Rakuten qui pratique la fraude à longueur d'années sans jamais être inquiété"
2340,Toujours très satisfait de mes achats.,5,2024-05-31 00:00:00+00:00,Toujours très satisfait de mes achats.,Positive,Uncategorized,1,Toujours très satisfait de mes achats. Toujours très satisfait de mes achats.
2341,Nickel,5,2024-05-31 00:00:00+00:00,"Tout s'est déroulé parfaitement.
Merci",Neutral,Uncategorized,1,"Nickel Tout s'est déroulé parfaitement.
Merci"
2342,Très satisfaite à tous points de vue!,5,2024-05-31 00:00:00+00:00,"J'apprécie Rakuten pour le choix des livres. Le fait de payer avec Paypal aussi. Je n'ai jamais eu de soucis, les livraisons sont rapides.",Neutral,Shipping,1,"Très satisfaite à tous points de vue! J'apprécie Rakuten pour le choix des livres. Le fait de payer avec Paypal aussi. Je n'ai jamais eu de soucis, les livraisons sont rapides."
2343,parfait ,5,2024-05-31 00:00:00+00:00,Parfaitement parfait ,Neutral,Uncategorized,1,parfait  Parfaitement parfait 
2344,TOUJOURS TOP POUR MOI,5,2024-05-31 00:00:00+00:00,TOUJOURS TOP POUR MOI,Positive,Uncategorized,1,TOUJOURS TOP POUR MOI TOUJOURS TOP POUR MOI
2345,Parfait,5,2024-05-31 00:00:00+00:00,Parfait et rapide,Positive,Uncategorized,1,Parfait Parfait et rapide
2346,Parfait conforme à l'annonce,5,2024-05-31 00:00:00+00:00,Parfait conforme à l'annonce ,Neutral,Uncategorized,1,Parfait conforme à l'annonce Parfait conforme à l'annonce 
2347,Je suis très content,5,2024-05-31 00:00:00+00:00,"Je suis très content, j’ai reçu mes commandes, même si ils ont un souci vous intervient pour régler. Merci",Negative,Customer Service,1,"Je suis très content Je suis très content, j’ai reçu mes commandes, même si ils ont un souci vous intervient pour régler. Merci"
2348,Très bon site ,5,2024-05-31 00:00:00+00:00,"Très bon site . Lorsque j es u un soucis avec un article le vendeur a toujours répondu. Je trouve ça bien lorsque vous achetez certains articles, vous récupérez de l argent . Je recommande fortement.",Neutral,Customer Service,1,"Très bon site  Très bon site . Lorsque j es u un soucis avec un article le vendeur a toujours répondu. Je trouve ça bien lorsque vous achetez certains articles, vous récupérez de l argent . Je recommande fortement."
2349,Transaction rapide avec suivi,5,2024-05-31 00:00:00+00:00,Transaction rapide avec suivi ,Neutral,Uncategorized,1,Transaction rapide avec suivi Transaction rapide avec suivi 
2350,Excellentes expériences d'achat :),5,2024-05-31 00:00:00+00:00,"Cela fait longtemps que j'achète sur rakuten et je n'ai jamais été déçu, car en cas de problème ou litige avec les vendeurs concernant un achat effectué, on peut compter sur l'équipe si l'on ne parvient pas à une solution acceptable pour les 2 parties, car rakuten prends les choses en main à partir de ce moment là.",Negative,Customer Service,1,"Excellentes expériences d'achat :) Cela fait longtemps que j'achète sur rakuten et je n'ai jamais été déçu, car en cas de problème ou litige avec les vendeurs concernant un achat effectué, on peut compter sur l'équipe si l'on ne parvient pas à une solution acceptable pour les 2 parties, car rakuten prends les choses en main à partir de ce moment là."
2351,. bien ,4,2024-05-31 00:00:00+00:00,"Globalement très satisfaisant, rapide, efficace et les livres sont dans l'état annoncé sauf une fois et l'expéditeur, pro, m'a remboursée.",Positive,Uncategorized,1,". bien  Globalement très satisfaisant, rapide, efficace et les livres sont dans l'état annoncé sauf une fois et l'expéditeur, pro, m'a remboursée."
2352,Éviter les ventes jusqu a 25 euros c est l arnaquee ,5,2024-05-31 00:00:00+00:00,"Bien pour cet achat,mais pour une vente de 25e j ai été taxé de 25%j ai touché que 17e horrible ,très déçu.je ne fais plus de vente sur ce site frauduleux.",Negative,Marketplace,1,"Éviter les ventes jusqu a 25 euros c est l arnaquee  Bien pour cet achat,mais pour une vente de 25e j ai été taxé de 25%j ai touché que 17e horrible ,très déçu.je ne fais plus de vente sur ce site frauduleux."
2353,Parfait,5,2024-05-31 00:00:00+00:00,Les livres etaient très propres l emballage impeccable pour un petit prix,Neutral,Uncategorized,1,Parfait Les livres etaient très propres l emballage impeccable pour un petit prix
2354,Excellente réactivité au problème de…,5,2024-05-31 00:00:00+00:00,Excellente réactivité au problème de livraison ,Negative,Customer Service,1,Excellente réactivité au problème de… Excellente réactivité au problème de livraison 
2355,Commande ,5,2024-05-31 00:00:00+00:00,Tout c est très bien passé. Inscription rapide et sans problème. Bon vendeur. Livraison rapide. ,Negative,Customer Service,1,Commande  Tout c est très bien passé. Inscription rapide et sans problème. Bon vendeur. Livraison rapide. 
2356,Blend cups pour blender Magimix,5,2024-05-31 00:00:00+00:00,"Achat d'occasion en très bon état : bonne description , arrivé rapidement et vendu dans son emballage d'origine. Je recommande ce vendeur",Positive,Customer Service,1,"Blend cups pour blender Magimix Achat d'occasion en très bon état : bonne description , arrivé rapidement et vendu dans son emballage d'origine. Je recommande ce vendeur"
2357,Ça fait presque 10 ans que je suis…,5,2024-05-31 00:00:00+00:00,Ça fait presque 10 ans que je suis clients Rakuten au top même sur les litiges qui sont rares quand il y en n’a ,Neutral,Customer Service,1,Ça fait presque 10 ans que je suis… Ça fait presque 10 ans que je suis clients Rakuten au top même sur les litiges qui sont rares quand il y en n’a 
2358,Produit conforme et rapidité…,5,2024-05-31 00:00:00+00:00,Produit conforme et rapidité d'expédition ,Negative,Shipping,1,Produit conforme et rapidité… Produit conforme et rapidité d'expédition 
2359,C'est une bonne expérience,5,2024-05-31 00:00:00+00:00,"C'est une bonne expérience, j'ai trouvé ce que j'en ai vraiment besoin.
Merci 🤩 ",Neutral,Uncategorized,1,"C'est une bonne expérience C'est une bonne expérience, j'ai trouvé ce que j'en ai vraiment besoin.
Merci 🤩 "
2360,Grand choix,4,2024-05-31 00:00:00+00:00,Grand choix. Délais de réception très correct! Parfait! Merci à vous -:),Neutral,Shipping,1,Grand choix Grand choix. Délais de réception très correct! Parfait! Merci à vous -:)
2361,Très bien,5,2024-05-31 00:00:00+00:00,Très bien. Produit Correspond à la description. Livraison rapide. ,Positive,Shipping,1,Très bien Très bien. Produit Correspond à la description. Livraison rapide. 
2362,Rakuten est une excellente plateforme pour l’achat de livres,5,2024-05-31 00:00:00+00:00,"L’achat de livres chez Rakuten est absolument parfait !
Lors d’un léger différend avec un vendeur la réaction a été immédiate et s’est très vite bien résolu.",Positive,Uncategorized,1,"Rakuten est une excellente plateforme pour l’achat de livres L’achat de livres chez Rakuten est absolument parfait !
Lors d’un léger différend avec un vendeur la réaction a été immédiate et s’est très vite bien résolu."
2363,Le livre commandé est en parfait état,5,2024-05-31 00:00:00+00:00,"Le livre commandé est en parfait état, cela justifie pleinement le marché de l'occasion d'autan que le prix livraison comprise est inférieur au neuf. Désolé pour les auteurs.",Neutral,Shipping,1,"Le livre commandé est en parfait état Le livre commandé est en parfait état, cela justifie pleinement le marché de l'occasion d'autan que le prix livraison comprise est inférieur au neuf. Désolé pour les auteurs."
2364,Facilité d'utilisation,5,2024-05-12 00:00:00+00:00,Facilité d'utilisation ,Negative,Uncategorized,1,Facilité d'utilisation Facilité d'utilisation 
2365,Site sérieux,5,2024-05-30 00:00:00+00:00,"Site très sérieux! Vendeur sérieux. Commande arrivée rapidement. Article comme décrit.
Je suis très satisfait.",Positive,Customer Service,1,"Site sérieux Site très sérieux! Vendeur sérieux. Commande arrivée rapidement. Article comme décrit.
Je suis très satisfait."
2366,Ce que j'attendais,5,2024-05-30 00:00:00+00:00,RAS très bien,Neutral,Uncategorized,1,Ce que j'attendais RAS très bien
2367,Trop bien ,5,2024-05-22 00:00:00+00:00,Matériel très bon tout a fait a mais attente de bonne calitter ,Positive,Uncategorized,1,Trop bien  Matériel très bon tout a fait a mais attente de bonne calitter 
2368,C'est pas mal,4,2024-05-30 00:00:00+00:00,C'est pas mal,Negative,Uncategorized,1,C'est pas mal C'est pas mal
2369,"Attention Vendeur ""PRO"" de l'arnaque",1,2024-03-01 00:00:00+00:00,"Référence (SAV) : 890690312
Achat d'un téléphone neuf auprès d'un vendeur ""PRO""
En panne au bout de 3 mois, défaillance de l'écran
Retour à mes frais à la demande du vendeur
Me confirme que cela vient bien de l'écran puis...plus rien , le vendeur ne répond plus à mes mails.
Service client Rakuten inexistant.
Si vous avez autant de chance que moi évitez ce site.",Neutral,Electronics,0,"Attention Vendeur ""PRO"" de l'arnaque Référence (SAV) : 890690312
Achat d'un téléphone neuf auprès d'un vendeur ""PRO""
En panne au bout de 3 mois, défaillance de l'écran
Retour à mes frais à la demande du vendeur
Me confirme que cela vient bien de l'écran puis...plus rien , le vendeur ne répond plus à mes mails.
Service client Rakuten inexistant.
Si vous avez autant de chance que moi évitez ce site."
2370,Je recommande Rakuten,5,2024-05-30 00:00:00+00:00,"Facilite de recherche sur le site
Bon etat des produits achetes
Vendeurs consiencieux pour les emballages",Negative,Customer Service,1,"Je recommande Rakuten Facilite de recherche sur le site
Bon etat des produits achetes
Vendeurs consiencieux pour les emballages"
2371,Commande ,5,2024-05-30 00:00:00+00:00,Tout c'est bien passé ,Negative,Customer Service,1,Commande  Tout c'est bien passé 
2372,"Toujours au top, un site excellent ",5,2024-05-30 00:00:00+00:00,"Toujours au top,nun site excellent tout est clair et bien pensé ! ",Positive,Marketplace,1,"Toujours au top, un site excellent  Toujours au top,nun site excellent tout est clair et bien pensé ! "
2373,Lectrice assidue,4,2024-05-30 00:00:00+00:00,"J'apprécie ces achats de second choix, car cela évite le gaspillage. C'est intéressant pour le vendeur et si les prix sont bas, extrêmement intéressant pour l'acheteur.
Je sélectionne un livre au départ puis je regarde la vitrine du vendeur pour choisir d'autres livres, afin d'amortir les frais de livraison. Cela me fait aussi découvrir des livres que je ne connaissais pas. Le site de Rakuten me pose des problèmes, car vos encarts ""publicitaires"" sont trop importants et m'ont gênée. Je ne souhaitais pas prendre la garantie, mais je n'ai pu la supprimer. Ce qui a augmenté le prix d'achat d'un unique livre !",Negative,Customer Service,1,"Lectrice assidue J'apprécie ces achats de second choix, car cela évite le gaspillage. C'est intéressant pour le vendeur et si les prix sont bas, extrêmement intéressant pour l'acheteur.
Je sélectionne un livre au départ puis je regarde la vitrine du vendeur pour choisir d'autres livres, afin d'amortir les frais de livraison. Cela me fait aussi découvrir des livres que je ne connaissais pas. Le site de Rakuten me pose des problèmes, car vos encarts ""publicitaires"" sont trop importants et m'ont gênée. Je ne souhaitais pas prendre la garantie, mais je n'ai pu la supprimer. Ce qui a augmenté le prix d'achat d'un unique livre !"
2374,Tout s'est bien déroulé,5,2024-05-30 00:00:00+00:00,"Tout s'est bien déroulé, rien à redire",Neutral,Uncategorized,1,"Tout s'est bien déroulé Tout s'est bien déroulé, rien à redire"
2375,je suis satisfaite mais je voudrais une facture pour les 2 évangiles avec les frais de port - merci ,5,2024-05-22 00:00:00+00:00,les propositions sont très intéressantes pour retrouver des livres qui ne sont plus publiés et qui aident pour réfléchir et travailler .,Neutral,Uncategorized,1,je suis satisfaite mais je voudrais une facture pour les 2 évangiles avec les frais de port - merci  les propositions sont très intéressantes pour retrouver des livres qui ne sont plus publiés et qui aident pour réfléchir et travailler .
2376,3 semaines avant de recevoir une simple…,1,2024-05-22 00:00:00+00:00,"3 semaines avant de recevoir une simple coque de téléphone et deux protèges écran...3 semaines!
Les protèges écran sont très mauvais;Impossible de faire l'empreinte ou reconnaissance du visage.
Bref extrêmement déçu de ce fournisseur.",Negative,Electronics,0,"3 semaines avant de recevoir une simple… 3 semaines avant de recevoir une simple coque de téléphone et deux protèges écran...3 semaines!
Les protèges écran sont très mauvais;Impossible de faire l'empreinte ou reconnaissance du visage.
Bref extrêmement déçu de ce fournisseur."
2377,Rakuten m’a donné la possibilité…,5,2024-05-30 00:00:00+00:00,Rakuten m’a donné la possibilité d’acheter plusieurs livres à prix très abordables . Service impeccable ,Negative,Customer Service,1,Rakuten m’a donné la possibilité… Rakuten m’a donné la possibilité d’acheter plusieurs livres à prix très abordables . Service impeccable 
