title,rating,date,body,sentiment,category,month_year,satisfied
75 JOURS D’INCOMPÉTENCE ...,1,2019-05-15 18:13:34,"J'étais l'heureux propriétaire d'un écran AOC C24G1. Le premier mai, celui-ci devient défectueux. Sans attendre, je contacte le service client Rue du commerce. Ils me disent contacté le service client AOC directement (comme ça ils n'ont rien à faire). Le service client AOC me répond négativement. Je recontacte donc Rue du commerce, on me dit que je doit renvoyer mon écran pour réparation. Cela ne me satisfait pas puisque c'est mon outil de travail (en autre). Soit, je le renvoie donc le 5 mai (cela fait déjà 5 jours que j'utilise un écran défectueux). Plus de suivi sur le site de Colissimo : mon colis est perdu ! Ni une, ni deux, je contacte le service téléphonique de Colissimo qui m'indique que je devais contacté Rue du Commerce. Je le fais on me dit qu'il ouvre une enquête. Le colis est retrouvé 21 JOURS PLUS TARD, pour un motif non expliqué. Rue du commerce me renvoi un nouvel écran. L'écran est expédié à 10 km de chez moi sans même que j'en soit informé ! Je me débrouille pour aller le chercher. J'arrive chez moi, je branche l'écran : l'écran est défectueux !!! Je recontacte donc Rue du commerce, il me propose de le renvoyer une fois de plus. Je ne suis pas d'accord avec cette solution et je contacte le service enquête de chez RDC. Celui ci me dit qu'il contacte un autre service et que j'aurais ma réponse sous 48h maximum. Je les recontacte 3 jours plus tard : ""Nous sommes dans l'attente du service ..."". Une semaine plus tard, j'appelle : ""Votre demande n'a pas été prise en compte, je les recontacte..."" !!! Trois jours passent et n'ayant pas de réponse, je les recontactent une fois de plus leur demandant une solution sous deux jours. La réponse qu'ils ont eu est la suivante : ""Nous vous informons que nous sommes en attente intégration du colis dans nos entrepôts pour la réparation de votre produit."" (sans, bien sur, un bon de retour). EN TOUT, 45 JOURS CE SONT ÉCOULES ET JE N'AI PAS AVANCE GRACE AU FORMIDABLES SERVICES DE RUE DU COMMERCE !!!!!!  
--> Bien évidemment, je vous DÉCONSEILLE EXTRÊMEMENT FORTEMENT DE NE PAS COMMANDER CHEZ RUE DU COMMERCE AFIN DE NE PAS AVOIR RECOURS A LEURS SAV DE BRIN !!!

EDIT : Le SAV me propose un retour de l'écran exactement comme il y a 46 jours. La réexpédition de mon écran ce fera toujours dans le même point relais alors que j'ai demandé à changer ! Je n'ai même pas le droit à un geste commercial de 10€. En tout cas en réponse Truspilot, ils sont plus aimable que par mail...
--> JE DÉCONSEILLE RDC

EDIT 2 : Une société en partenariat avec Relais colis m'informe ce jour (21.05.2019) qu'ils sont conviés à venir cherchés ma ""TV pour coupe du monde"" jeudi. Cette action a été, ils semblerait demandés par Rue du commerce le 17 sans me mettre au courant. Je leur envoi donc un mail demandant si ils sont bien ceux qu'ils prétendent et si je dois faire ce qu'ils demandent. On me répond une demi-heure plus tard que cette demande n'a jamais été effectuée. Je laisse passer. Ce soir je téléphone à RDC pour la n-ième fois, apres 10 minutes passée à lire le dossier on me dit que je dois déposer le colis en relais. Je donne la date de la demande (17.05) et elle me dit ""à oui"". Elle me lit le dossier et m'informe que j'ai ""menacé de porter plainte pour détérioration"" !!!!! Enfaîte j'ai juste dit qu'un point de la filière était nul : de la marque jusqu'au transporteur.

EDIT 3 : La société en partenariat avec Relais Colis devrait venir chercher mon écran devrait venir ce vendredi 31 mai entre 11h et 13h (pour le moment cette société me parait très professionnel par sa précision d'informations et horaires).

ÉDIT 4 (6.06) : J'ai effectué un retour à domicile le vendredi 31. Hier, je regarde le site de suivi de relais colis : ""La reprise de votre colis a été effectuée."" Je décide donc immédiatement de contacter relais colis par mail car il n'ont pas de centrale téléphonique :  ""Votre colis a  subi une rupture de traçabilité"". Mon colis a été PERDU par relais colis. Une enquête est donc ouverte par rue du commerce. Après plusieurs réclames, j'ai l'honneur de vous annoncer que le SAV de RDC m'offre un bon de réduction de 3% sur ma prochaine commande ... Apres vérification le code ne marche même pas !

EDIT 5 : Le SAV de RDC a réagit extrêmement vite et en moins d'une demi journée. On m'a informé qu'un nouvel écran aller m'être expédié immédiatement, sur ce coup, une chose à dire : BRAVO. Ne reste plus qu'a voir si l'écran ne sera pas perdu pendant le transport ou dégradé ...

EDIT 6 (12.06) : J'ai reçu ce jour mon nouvel écran. Je remarque que la boite est dans un état parfait et que l'écran fonctionne parfaitement.

=> Je vous tiens bien évidemment au courant si il y a du nouveau.",Positive,Electronics,2019-05,0
Site à fuir !,1,2019-05-14 00:00:00,"Commande d'un lit passée le 25/03 (partenaire habitat et jardin) pour livraison le 05/04. Je les contacte le 11/04 car pas de nouvelles, et là on m'appelle pour me dire que j'ai mal compris pour la date de livraison car le lit ne sera disponible qu'à compter du 26/04. Je patiente donc, mais toujours rien. Là on me dit de nouveau de patienter jusqu'au 16/05 (aurais-je encore mal compris ?). Mécontent je demande donc le remboursement et là depuis plus de nouvelles, plus de réponses. J'ai ouvert une réclamation Paypal. Service client honteux, pas de suivi, article mis en vente inexistant.",Neutral,Customer Service,2019-05,0
mitigeur cassé le premier jour et pas de SAV,1,2019-05-13 18:08:39,"j'ai acheté un mitigeur TEKA

Mitigeur Chrome Col de cygne JC0120 chez Rue du Commerce mais en fait ""Vendu et expédié par F-Style Motors""
Le premier jour la tige d'ouverture du robinet s'est cassée; depuis je n'arrive pas à avoir un SAV qui puisse me réparer cet appareil : je suis baladé entre Rue du Commerce , son vendeur F-Style Motors et son soi-disant sous tratant qui ne veut le prendre en charge sans mandat de F-Style Motors
Rue du commerce nous laisse bien seul et pouratnt c'est sur son enseigne que je l'ai acheté!!!!",Neutral,Uncategorized,2019-05,0
insupportable et arnaque,1,2019-05-11 11:34:23,"Cela fait 2 jours que j’attends d’être livré, personne ne sait où est mon colis et il n’a toujours pas été livré en point relais. Réponse de Rueducommerce : attendre 7 jours l’enquête transporteur puis 8 jours pour un remboursement. C’est lamentable ils conservent 666€ En attendant. C’est un problème entre eux et leur prestataire Chronopost et c’est moi qui paie l’addition en attendant. Le colis est bloqué en entrepôt. Comment ces gens peuvent espérer rivaliser avec Amazon ? En tout, évitez ce site, c’est vraiment de l’arnaque. On prend vraiment les gens pour des...",Positive,Customer Service,2019-05,0
Génial rapide et pour un prix très correct,5,2019-05-10 21:53:40,"Génial ! Dubitatif parce que c'était la meilleure offre sérieuse sur le web. La carte graphique est arrivé au point relais sans frais de port 4 jours après la commande .
Je peux maintenant profiter de mon écran 4K avec toutes les options graphiques et j'ai pu donner ma veille GTX 980 à ma fille qui se mets au Streaming.",Positive,Customer Service,2019-05,1
Que faire ?,2,2019-05-10 12:12:43,"Bonjour,

pour ma part j'ai commandé un ordinateur Xiaomi Mi il y a 10 jours sur le site de rue du commerce. Mon produit devait être livré le 9 de ce mois-ci (donc hier), enthousiaste à l'idée de recevoir mon nouveau pc (qui coûte tout de même 730€) je regardais assez souvent le suivi de ma commande, qui n'a pas évolué depuis le jour de l'achat. De ce fait j'envoie un mail au REVENDEUR en lui disant que mon colis est censé être livré sous 2 jours mais que je n'avais aucune nouvelle. Après quelques appels téléphoniques et un 3ème mail, on m'informe que le produit n'est plus en stock ? Comment est-il possible de faire acheter a un client des produits aussi important alors que soit disant il n'est plus disponible, de ne pas m'informer et de ne rien faire sans démarche de mon côté ? il faut savoir que lors de mon achat 4 pc étaient disponible chez le même revendeur. Depuis, plus de nouvelle. Le revendeur ne me répond pas et rue du commerce me dit que c'est entre moi et le revendeur, sauf que moi, j'ai acheté et payé mon produit sur rue du commerce. J’attends toujours mon achat et un retour de rue du commerce. Moi qui comptait faire tourner un site Français..",Positive,Electronics,2019-05,0
Bonjour,1,2019-05-08 17:18:30,"Bonjour, 
Je suis très déçu par le site rue du commerce j'aie commandé un salon de jardin pour ma terrasse le 23 avril  livré le 26 sur le site hors lors de l'édition de la facture c'étais passé au 1er mai et depuis je ne l'aie jamais reçu j'aie donc contacté rue du commerce par mail qui m'a répondu par une succession de messages en m'expliquant que le colis était repartit  vers leur SAV et à ce jour 8 mai n'est toujours pas revenue chez eux, comme par hasard c'était le dernier donc pas possible d'en avoir un autre j'aie donc demandé le remboursement qui traine depuis la semaine dernière vue que l'on change de secteur pour se faire remboursé donc autre interlocuteur qui comprend pas toujours le but de la réclamation. Je trouve ca inadmissible pour ma part j'aie été prélevé le lendemain même et la il ne se passe rien pour être honnête j'essaie de faire mes achats sur des sites français mais je constate que pour se faire remboursé ca reste un gros problème alors que je n'aie pas du tout ce genre de problème sur amazon c'est simple et l'argent revient très rapidement je trouve ca fort dommage que ca ne fonctionne pas aussi facilement sur des sites français car amazon envoie des mails pour le moindre problème. Dans une attente très rapide de remboursement car je ne peux pas acheter un autre salon au vue des beaux jours qui arrivent",Neutral,Customer Service,2019-05,0
une question à RDC à propos d'un mobile…,1,2019-05-08 05:12:46,"une question à RDC à propos d'un mobile pocophone f1.

 Qu'en est il de l' ODR ? sachant que le ou les partenaires sont soit très lents, ou carrément ne remboursent rien du tout. La question est :""quelqu'un s'est il fait rembourser sans problème ?"".

mail de RDC :
Notre équipe a lu votre question et vous en remercie. Toutefois, celui-ci celle-ci ne s’inscrit pas dans les règles de modération de notre site internet.
Vous pouvez si vous le souhaitez en revoir les termes en cliquant sur le lien ci-dessous : 
Euh ? Vu que la somme est de  50 euros donc non négligeable, ma question me parait importante, a priori pas pour eux, quand on modère ce genre de question on peut s'attendre au pire.",Neutral,Electronics,2019-05,0
"⛔️IMPOSTEUR, INCOMPÉTENCE INCROYABLE. ⛔️",1,,"C’est inadmissible, je dois être remboursé d’un colis et ça fais bientôt 3 mois qu’on me prend pour abruti. J’ai plusieurs preuves écrites où il est bien préciser que je vais être remboursé.A cet égard, l'article 1366 du Code civil est clair :

« L'écrit électronique a la même force probante que l'écrit sur support papier, sous réserve que puisse être dûment identifiée la personne dont il émane et qu'il soit établi et conservé dans des conditions de nature à en garantir l'intégrité. »

Une certaine Epiphanie qui essaye de me joindre alors que j’ai précisé de ne pas me joindre par téléphone car je suis à l’étranger. Elle m’a demandé d’envoyer des documents pour le remboursement et depuis 1 mois j’attend. J’ai renvoyé 10 mails pas une seul réponse. Vous êtes des incompétents et irrespectueux envers vos clients. A ce qui lise ce commentaire ne commander pas chez eux... c’est pour votre bien",Neutral,Electronics,,0
Je commande un matelas dans la Somme il est livrable à Courbevoie,1,2019-05-02 00:00:00,"Je commande un matelas, je paye 29.99 soit 10 euros de plus pour avoir une livraison en relais drive de mon choix, c'est à dire dans la Somme sur la côte. Une fois la commande confirmée, je constate une mise à disposition à Courbevoie !
J'appelle, on me dit que c'est un objet encombrant et que je ne peux que refuser la commande une fois livrée....
Ce qui esn plus est faux car apparemment sur le site je peux me rétracter de suite.
Et si j'habitais Menton je devrais aussi aller chercher mon matelas à Courbevoie ? Et pourquoi pas directement en Espagne chez le fabriquant pendant qu""'ils y sont ? ""Votre objet est encombrant et il sera mis à disposition à quai chez le fabricant""
C'est une blague rueducommerce",Neutral,Customer Service,2019-05,0
Une catastrophe j ai commandé un pc…,1,2019-05-01 00:00:00,"Une catastrophe j ai commandé un pc portable il mon livré un produit différent de ma commande .
Cela fais 1 mois qu il me font tourner en rond quand j appelle le service client la seule chose qu il me disent nous nous s excusons  pour la gene occasionné .
Je vais envoyé un mail au service technique et ensuite silence radio
Le fameux 48 h maxi mdr 
Un service client payant au passage.

Un SAV Honteux en 2019 .",Neutral,Customer Service,2019-05,0
Commande d'un ordinateur msi,5,2019-04-28 21:35:02,"Commande d'un ordinateur msi, date annoncé jeudi25/04 produits livré le 25/04 en parfaite état dans un point relais.J'ai pu suivre l'acheminement de mon produit tous au long et j'ai été avertie par mail au moment de la réception de mon colis. Je recommande très bonne expérience",Positive,Electronics,2019-04,1
Horrible à fuir !!! Des escrocs,1,2019-04-27 23:20:21,"Horrible à fuir si je pouvais mettre 0 étoile je l'aurais fait, SAV aprés vente horrible, jlai acheté une télévision donc garantie 2 ans jusqu'à tout va bien au bout de 1 an la tele tombe en panne je contacte le service après vente pour prendre en charge ma télé donc j'ai du attendre 20 jours deja pour une prise en charge ensuite il mon dit que mes réparation était de 6 semaine maximum et deviner quoi 4 mois aprés toujours pas de tele et c'est pas tout quand je recupere la tele je remarque une fissure sur les contours de la tele grosse fissure qui se voit bien je contacte le SAV qui m'indique que c'est pas leur faute... merci Rue du commerce escroc

Commande N• 829897114

J'attend votre retour ma télévision est toujours fissuré on verras bien le Service Aprés Vente de Rue du Commerce même si je sais que cela ne va rien changer.",Negative,Customer Service,2019-04,0
ma pire expérience client,1,2019-04-27 16:13:53,"Bonjour,

j'ai commandé le meuble à chaussures le 14 avril et il est toujours pas livré.
la livraison était censée être faite chez moi par colissimo mais cela ne s'est jamais produit.
J'ai pris un jour de congé pour attendre la livraison, ce qui n'est jamais arrivé. Personne ne m’a même informé ou contacté.
Quand j'ai vérifié sur le site colissimo, ils ont dit qu'ils avaient essayé de le livrer mais personne n'était à la maison, ce qui n'est bien sûr pas le cas.
Après 3 appelles au service client je reçu 3 fois de réponses différents. Le premier 2 fois ils m'ont dit qu'ils allaient le livrer de toute façon, le troisième ils ont nié et ma seule option est d'aller le chercher moi-même
maintenant j'attends depuis plus de 2 semaines un article qui devait être livré en 4 jours et je n'ai d'autre choix que d'attendre ou d'aller le chercher quelque part pendant que j'ai payé pour qu'il soit livré  
c'est ma pire expérience client .",Neutral,Customer Service,2019-04,0
