id,title,rating,date,body,sentiment,category,satisfied,text
2755,commande d'un réfrigérateur,1,2023-12-02 00:00:00+00:00,"commande d'un réfrigérateur, paiement 80 € pour livraison, choix de la date de livraison.
Réception de 2 sms et d'e-mails confirmant la date et précisant l'heure mais le jour J pas de livraison comme prévue, pas de message de non livraison ! Service de livraison ne répondant pas aux appels téléphoniques !
Appel au sav de CDISCOUNT, pas d'explication, enquête demandée et réponse prévue sous 48h. Mais jamais de réponse non plus du SAV !!! Lettre au SAV C discount pour plainte, courrier réceptionné dans leurs services depuis 4 jours et toujours pas de nouvelle de Cdiscount........
Cdiscount ne se soucie pas de sa clientèle, pas plus son sav puisque qu'ils ont déjà encaissé votre argent !
J'ai finalement réussi à être livré 8 jours plus tard que prévu (livreur OK) après avoir bataillé plusieurs fois avec leur service livraison qui m'a raconté 3 versions différentes pour justifier leurs manquements !!!
A ce jour aucune excuse de Cdiscount, aucune nouvelle du service SAV et aucun dédommagement pour les ennuis. Entreprise à fuir !",Negative,Customer Service,0,"commande d'un réfrigérateur commande d'un réfrigérateur, paiement 80 € pour livraison, choix de la date de livraison.
Réception de 2 sms et d'e-mails confirmant la date et précisant l'heure mais le jour J pas de livraison comme prévue, pas de message de non livraison ! Service de livraison ne répondant pas aux appels téléphoniques !
Appel au sav de CDISCOUNT, pas d'explication, enquête demandée et réponse prévue sous 48h. Mais jamais de réponse non plus du SAV !!! Lettre au SAV C discount pour plainte, courrier réceptionné dans leurs services depuis 4 jours et toujours pas de nouvelle de Cdiscount........
Cdiscount ne se soucie pas de sa clientèle, pas plus son sav puisque qu'ils ont déjà encaissé votre argent !
J'ai finalement réussi à être livré 8 jours plus tard que prévu (livreur OK) après avoir bataillé plusieurs fois avec leur service livraison qui m'a raconté 3 versions différentes pour justifier leurs manquements !!!
A ce jour aucune excuse de Cdiscount, aucune nouvelle du service SAV et aucun dédommagement pour les ennuis. Entreprise à fuir !"
2756,Très déçu!!!,1,2023-12-01 00:00:00+00:00,"Très déçu!!!
Passer commande  d un.aspirateur
Livraison  dans un agence
A 40km  du lieu prévu!!
Reçu email 5 jours après la livraison prévu  qui m'indiquait que mon colis était à 40 km  du point relais prevu
J ai appelle 4 jours  après et la on m annonce que le colis a été retourner alors que dans l email  j avais 14 jours pour le retirer
On m annonce que je serai remboursé et que je pourrai recommander
Mais pas au même prix    augmentation  de plus de 30 euros  car plus rn promotions",Negative,Customer Service,0,"Très déçu!!! Très déçu!!!
Passer commande  d un.aspirateur
Livraison  dans un agence
A 40km  du lieu prévu!!
Reçu email 5 jours après la livraison prévu  qui m'indiquait que mon colis était à 40 km  du point relais prevu
J ai appelle 4 jours  après et la on m annonce que le colis a été retourner alors que dans l email  j avais 14 jours pour le retirer
On m annonce que je serai remboursé et que je pourrai recommander
Mais pas au même prix    augmentation  de plus de 30 euros  car plus rn promotions"
2757,bonne réponse à mes recherches,4,2023-12-10 00:00:00+00:00,bonne réponse à mes recherches,Neutral,Uncategorized,1,bonne réponse à mes recherches bonne réponse à mes recherches
2758,probleme avec un appareil,5,2023-11-11 00:00:00+00:00,"j'ai achete un appareil polti je me suis rendu du compte "" mois apres mon achat que j'avais un probleme j'ai communique avec c discount il mon rappeller et mon rembourser l appareil tres rapidement je suis tres contente de la reactivite de c discount",Neutral,Uncategorized,1,"probleme avec un appareil j'ai achete un appareil polti je me suis rendu du compte "" mois apres mon achat que j'avais un probleme j'ai communique avec c discount il mon rappeller et mon rembourser l appareil tres rapidement je suis tres contente de la reactivite de c discount"
2759,Très bon produit et aucun problème.,5,2023-12-10 00:00:00+00:00,Très bon produit et aucun problème.,Negative,Customer Service,1,Très bon produit et aucun problème. Très bon produit et aucun problème.
2760,délais de livraison rapides,5,2023-12-01 00:00:00+00:00,délais de livraison rapides,Neutral,Shipping,1,délais de livraison rapides délais de livraison rapides
2761,Un cadeau pour Noël commandé chez…,5,2023-12-10 00:00:00+00:00,Un cadeau pour Noël commandé chez Cdiscount. Quoi de mieux?,Negative,Uncategorized,1,Un cadeau pour Noël commandé chez… Un cadeau pour Noël commandé chez Cdiscount. Quoi de mieux?
2762,ras!,5,2023-12-10 00:00:00+00:00,ras facilite d'achat,Neutral,Uncategorized,1,ras! ras facilite d'achat
2763,Plein de cases à décocher.,2,2023-12-01 00:00:00+00:00,"Je n'aime pas le côté ""marketing intensif"".
Plein de cases à décocher pour refuser des offres.",Negative,Uncategorized,0,"Plein de cases à décocher. Je n'aime pas le côté ""marketing intensif"".
Plein de cases à décocher pour refuser des offres."
2764,recherche rapide,5,2023-12-10 00:00:00+00:00,"recherche rapide, choix important, bon d'achat automatiquement pris en compte. Site efficace",Neutral,Marketplace,1,"recherche rapide recherche rapide, choix important, bon d'achat automatiquement pris en compte. Site efficace"
2765,Un service client déplorable et une…,1,2023-12-08 00:00:00+00:00,"Un service client déplorable et une gestion du client honteuse ! 
De fausses remises avec leur carte et des paiements finalisés qu'ils sont incapable de retrouver !
Je n´ai jamais vu une enseigne et un service aussi scandaleuse que CDiscount.

Un conseil, ne souscrivez jamais à leur carte ou mieux acheter ailleurs !",Negative,Customer Service,0,"Un service client déplorable et une… Un service client déplorable et une gestion du client honteuse ! 
De fausses remises avec leur carte et des paiements finalisés qu'ils sont incapable de retrouver !
Je n´ai jamais vu une enseigne et un service aussi scandaleuse que CDiscount.

Un conseil, ne souscrivez jamais à leur carte ou mieux acheter ailleurs !"
2766,tres bien,5,2023-12-09 00:00:00+00:00,tres bien. Rien à redire,Neutral,Uncategorized,1,tres bien tres bien. Rien à redire
2767,Parcours d'achat impec,5,2023-12-09 00:00:00+00:00,"Parcours d'achat impec, rien à redire",Negative,Uncategorized,1,"Parcours d'achat impec Parcours d'achat impec, rien à redire"
2768,Je reste une cliente de longue date et…,5,2023-12-09 00:00:00+00:00,"Je reste une cliente de longue date et régulière de cdiscount et je suis ravie des ""efforts"" concernant les frais de livraison!",Negative,Shipping,1,"Je reste une cliente de longue date et… Je reste une cliente de longue date et régulière de cdiscount et je suis ravie des ""efforts"" concernant les frais de livraison!"
2769,client satisfait,5,2023-12-09 00:00:00+00:00,voyez depuis le nombre d annees et de commandes passees chez vous et tout est dit,Negative,Customer Service,1,client satisfait voyez depuis le nombre d annees et de commandes passees chez vous et tout est dit
2770,Bonjour colis livré au point relais que…,1,2023-12-09 00:00:00+00:00,Bonjour colis livré au point relais que je n' ai pas choisi a environ 20km en contactant Cdiscount la dame me répond qu'il faut attendre 15jour pour qu'il reparte et que je me fais rembourser sauf que j' ai commandé des détecteurs de fumée et je peux pas attendre ! Franchement super déçu,Negative,Customer Service,0,Bonjour colis livré au point relais que… Bonjour colis livré au point relais que je n' ai pas choisi a environ 20km en contactant Cdiscount la dame me répond qu'il faut attendre 15jour pour qu'il reparte et que je me fais rembourser sauf que j' ai commandé des détecteurs de fumée et je peux pas attendre ! Franchement super déçu
2771,aujourd'hui zéro pointé pour Cdiscount,1,2023-11-22 00:00:00+00:00,"Après de nombreuses commandes chez Cdiscount, le couac pour 2 lots de protections de smartphones Samsung ""Tiwaki"".
2 cables Iphone reçus et retournés immédiatement mais un seul lot remboursé, l'autre et les frais non remboursés.
Après 3 appels SAV Cdiscount je lâche l'affaire pour 15 €, et j'oublie Cdiscount.",Negative,Electronics,0,"aujourd'hui zéro pointé pour Cdiscount Après de nombreuses commandes chez Cdiscount, le couac pour 2 lots de protections de smartphones Samsung ""Tiwaki"".
2 cables Iphone reçus et retournés immédiatement mais un seul lot remboursé, l'autre et les frais non remboursés.
Après 3 appels SAV Cdiscount je lâche l'affaire pour 15 €, et j'oublie Cdiscount."
2772,ravi,5,2023-12-09 00:00:00+00:00,"simple rapide, bon prix",Neutral,Uncategorized,1,"ravi simple rapide, bon prix"
2773,Rapide et parfait,5,2023-12-09 00:00:00+00:00,Rapide et parfait,Positive,Uncategorized,1,Rapide et parfait Rapide et parfait
2774,Marre de cdiscount toujours des soucis…,1,2023-12-09 00:00:00+00:00,"Marre de cdiscount toujours des soucis quand on commande chez eux 
Livraison hyper longue, colis abîmé et pas moyen de les joindre n’y par mail n’y même possible de mettre un avis car la page a toujours un problème 
Je déconseille vivement",Negative,Customer Service,0,"Marre de cdiscount toujours des soucis… Marre de cdiscount toujours des soucis quand on commande chez eux 
Livraison hyper longue, colis abîmé et pas moyen de les joindre n’y par mail n’y même possible de mettre un avis car la page a toujours un problème 
Je déconseille vivement"
2775,Déplorable,1,2023-11-26 00:00:00+00:00,"Déplorable ! Client depuis 12 ans, je n'achèterai plus jamais chez eux. Le SAV est de plus en plus pitoyable, les remboursements compliqués à obtenir, le ""Cdiscount à volonté""pas intéressant et l'extension de garantie de leurs produits ne fonctionne qu'une seule fois (du jamais vu) ! N'ayez aucun problème avec votre matos car ils seront aux abonnés absents. FUYEZ.",Negative,Customer Service,0,"Déplorable Déplorable ! Client depuis 12 ans, je n'achèterai plus jamais chez eux. Le SAV est de plus en plus pitoyable, les remboursements compliqués à obtenir, le ""Cdiscount à volonté""pas intéressant et l'extension de garantie de leurs produits ne fonctionne qu'une seule fois (du jamais vu) ! N'ayez aucun problème avec votre matos car ils seront aux abonnés absents. FUYEZ."
2776,On va voir.....,5,2023-12-09 00:00:00+00:00,"Pour l'instant, tout va bien.....Mais l'envoi n'a pas eu lieu, alors.......",Negative,Shipping,1,"On va voir..... Pour l'instant, tout va bien.....Mais l'envoi n'a pas eu lieu, alors......."
2777,Retour produit,1,2023-12-08 00:00:00+00:00,Croyez le ou non mais le renvoi est au frais du client.. en 2023 bientôt 2024 et oui il est temps de se mettre à jour lol,Neutral,Shipping,0,Retour produit Croyez le ou non mais le renvoi est au frais du client.. en 2023 bientôt 2024 et oui il est temps de se mettre à jour lol
2778,J'ai gagné un bon d achat de 15 €…,1,2023-12-09 00:00:00+00:00,"J'ai gagné un bon d achat de 15 € valable sur 149 € jusqu'au 31 décembre ça fait 3 jours que j'essaie de commander en vain j'ai contacté le service WhatsApp qui n'a rien pu pour moi j'ai contacté ensuite le service au 39 79 qui me saurait qu'en fait mon bon et valable sur 349 € d'achat une blague c'est loin de ce qui est écrit sur mon bon d'achat preuve à l'appui.
Je trouve ça lamentable et en plus ils n'ont rien pu faire pour moi",Negative,Customer Service,0,"J'ai gagné un bon d achat de 15 €… J'ai gagné un bon d achat de 15 € valable sur 149 € jusqu'au 31 décembre ça fait 3 jours que j'essaie de commander en vain j'ai contacté le service WhatsApp qui n'a rien pu pour moi j'ai contacté ensuite le service au 39 79 qui me saurait qu'en fait mon bon et valable sur 349 € d'achat une blague c'est loin de ce qui est écrit sur mon bon d'achat preuve à l'appui.
Je trouve ça lamentable et en plus ils n'ont rien pu faire pour moi"
